:ID,:LABEL,entity_type,canonical_name,normalized_name,aliases,source_types,source_records:int,properties_json
DrugClass::5ht受体拮抗剂,DrugClass,DrugClass,5-HT受体拮抗剂,5ht受体拮抗剂,5-HT受体拮抗剂,pdf,1,{}
DrugClass::5ht和去甲肾上腺素再摄取抑制剂,DrugClass,DrugClass,5-HT和去甲肾上腺素再摄取抑制剂,5ht和去甲肾上腺素再摄取抑制剂,5-HT和去甲肾上腺素再摄取抑制剂,unstructured,1,{}
DrugClass::5ht摄取抑制药,DrugClass,DrugClass,5-HT摄取抑制药,5ht摄取抑制药,5-HT摄取抑制药,pdf,1,{}
DrugClass::5氨基水杨酸类药物,DrugClass,DrugClass,5-氨基水杨酸类药物,5氨基水杨酸类药物,5-ASA药物|5-氨基水杨酸类药物,pdf,1,{}
DrugClass::5硝基咪唑类抗菌药物,DrugClass,DrugClass,5-硝基咪唑类抗菌药物,5硝基咪唑类抗菌药物,5-硝基咪唑类抗菌药物,pdf,1,{}
DrugClass::5羟色胺去甲肾上腺素再摄取抑制剂,DrugClass,DrugClass,5-羟色胺-去甲肾上腺素再摄取抑制剂,5羟色胺去甲肾上腺素再摄取抑制剂,5-羟色胺-去甲肾上腺素再摄取抑制剂,structured|unstructured,2,{}
DrugClass::5羟色胺3受体拮抗剂,DrugClass,DrugClass,5-羟色胺3受体拮抗剂,5羟色胺3受体拮抗剂,5-羟色胺3受体拮抗剂,unstructured,2,{}
DrugClass::5羟色胺再摄取抑制剂,DrugClass,DrugClass,5-羟色胺再摄取抑制剂,5羟色胺再摄取抑制剂,5-羟色胺再摄取抑制剂,pdf,1,{}
DrugClass::5羟色胺再摄取抑制药,DrugClass,DrugClass,5-羟色胺再摄取抑制药,5羟色胺再摄取抑制药,5-羟色胺再摄取抑制药,pdf,1,{}
DrugClass::5羟色胺和去甲肾上腺素再摄取抑制剂,DrugClass,DrugClass,5-羟色胺和去甲肾上腺素再摄取抑制剂,5羟色胺和去甲肾上腺素再摄取抑制剂,5-羟色胺和去甲肾上腺素再摄取抑制剂|SNRI,unstructured,1,{}
DrugClass::5羟色胺药物,DrugClass,DrugClass,5-羟色胺药物,5羟色胺药物,5-羟色胺药物,pdf,1,{}
DrugClass::5ht1d激动剂,DrugClass,DrugClass,5HT1D激动剂,5ht1d激动剂,5HT1D激动剂,structured,2,{}
DrugClass::5’磷酸二酯酶抑制药,DrugClass,DrugClass,5’磷酸二酯酶抑制药,5’磷酸二酯酶抑制药,5’磷酸二酯酶抑制药,unstructured,1,{}
DrugClass::5型磷酸二酯酶抑制剂,DrugClass,DrugClass,5型磷酸二酯酶抑制剂,5型磷酸二酯酶抑制剂,5型磷酸二酯酶(PDE5)抑制剂|5型磷酸二酯酶抑制剂,pdf|structured|unstructured,5,{}
DrugClass::5羟色胺及去甲肾上腺素再摄取抑制药,DrugClass,DrugClass,5羟色胺及去甲肾上腺素再摄取抑制药,5羟色胺及去甲肾上腺素再摄取抑制药,5羟色胺及去甲肾上腺素再摄取抑制药,pdf,2,{}
DrugClass::aadac,DrugClass,DrugClass,AADAC,aadac,AADAC,pdf,1,{}
DrugClass::acei类药物,DrugClass,DrugClass,ACE-I类药物,acei类药物,ACE-I类药物|ACEI类药物,pdf|unstructured,5,{}
DrugClass::acei,DrugClass,DrugClass,ACEI,acei,ACEI|血管紧张素转化酶抑制剂|血管紧张素转换酶抑制剂,pdf|structured|unstructured,31,{}
DrugClass::aceiarb,DrugClass,DrugClass,ACEI/ARB,aceiarb,ACEI/ARB,pdf,2,{}
DrugClass::aceiarb类降压药,DrugClass,DrugClass,ACEI/ARB类降压药,aceiarb类降压药,ACEI/ARB类降压药,unstructured,1,{}
DrugClass::acei抑制剂,DrugClass,DrugClass,ACEI抑制剂,acei抑制剂,ACEI抑制剂,pdf|unstructured,2,{}
DrugClass::acei类,DrugClass,DrugClass,ACEI类,acei类,ACEI类,pdf|unstructured,2,{}
DrugClass::ace抑制剂,DrugClass,DrugClass,ACE抑制剂,ace抑制剂,ACE抑制剂|血管紧张素转化酶抑制剂|血管紧张素转换酶抑制剂|血管紧张素转换酶（ACE）抑制剂,pdf|structured|unstructured,10,{}
DrugClass::adhd药物,DrugClass,DrugClass,ADHD药物,adhd药物,ADHD药物,unstructured,1,{}
DrugClass::alk抑制剂,DrugClass,DrugClass,ALK抑制剂,alk抑制剂,ALK抑制剂,pdf|unstructured,2,{}
DrugClass::ampk,DrugClass,DrugClass,AMPK,ampk,AMPK,unstructured,1,{}
DrugClass::arb,DrugClass,DrugClass,ARB,arb,ARB|血管紧张素II受体拮抗剂|血管紧张素受体拮抗剂,pdf|unstructured,26,{}
DrugClass::arb类,DrugClass,DrugClass,ARB类,arb类,ARB类,pdf,2,{}
DrugClass::arb类降压药,DrugClass,DrugClass,ARB类降压药,arb类降压药,ARB类降压药,unstructured,1,{}
DrugClass::arni,DrugClass,DrugClass,ARNI,arni,ARNI,unstructured,1,{}
DrugClass::art抗逆转录病毒药物,DrugClass,DrugClass,ART抗逆转录病毒药物,art抗逆转录病毒药物,ART抗逆转录病毒药物,unstructured,2,{}
DrugClass::art药物,DrugClass,DrugClass,ART药物,art药物,ART药物,unstructured,2,{}
DrugClass::arv药物,DrugClass,DrugClass,ARV药物,arv药物,ARV药物,pdf|unstructured,5,{}
DrugClass::at1受体拮抗药,DrugClass,DrugClass,AT1受体拮抗药,at1受体拮抗药,AT1受体拮抗药,pdf,1,{}
DrugClass::a型maoi,DrugClass,DrugClass,A型MAOI,a型maoi,A型MAOI,pdf,1,{}
DrugClass::bcrabl可逆抑制剂,DrugClass,DrugClass,BCR-ABL可逆抑制剂,bcrabl可逆抑制剂,BCR-ABL可逆抑制剂,pdf,1,{}
DrugClass::bcrabl抑制剂,DrugClass,DrugClass,BCR-ABL抑制剂,bcrabl抑制剂,BCR-ABL抑制剂,pdf,3,{}
DrugClass::bcrp,DrugClass,DrugClass,BCRP,bcrp,BCRP,pdf|unstructured,16,{}
DrugClass::bcrp底物,DrugClass,DrugClass,BCRP底物,bcrp底物,BCRP底物,pdf|unstructured,4,{}
DrugClass::bcrp底物药物,DrugClass,DrugClass,BCRP底物药物,bcrp底物药物,BCRP底物药物,unstructured,1,{}
DrugClass::bcrp抑制剂,DrugClass,DrugClass,BCRP抑制剂,bcrp抑制剂,BCRP抑制剂,pdf|structured|unstructured,5,{}
DrugClass::bcrp诱导剂,DrugClass,DrugClass,BCRP诱导剂,bcrp诱导剂,BCRP诱导剂,pdf,2,{}
DrugClass::btk抑制剂,DrugClass,DrugClass,BTK抑制剂,btk抑制剂,BTK抑制剂,unstructured,1,{}
DrugClass::b型maoi,DrugClass,DrugClass,B型MAOI,b型maoi,B型MAOI,pdf,1,{}
DrugClass::b族维生素,DrugClass,DrugClass,B族维生素,b族维生素,B族维生素,unstructured,1,{}
DrugClass::b族维生素类,DrugClass,DrugClass,B族维生素类,b族维生素类,B族维生素类,unstructured,1,{}
DrugClass::b类药物,DrugClass,DrugClass,B类药物,b类药物,B类|B类药物,pdf,1,{}
DrugClass::ccb,DrugClass,DrugClass,CCB,ccb,CCB|二氢吡啶类钙拮抗剂|钙离子拮抗剂|钙通道阻滞剂,pdf|unstructured,6,{}
DrugClass::ccb类,DrugClass,DrugClass,CCB类,ccb类,CCB类,pdf|unstructured,2,{}
DrugClass::ccb类药物,DrugClass,DrugClass,CCB类药物,ccb类药物,CCB类药物,pdf,2,{}
DrugClass::ccr5抑制剂,DrugClass,DrugClass,CCR5抑制剂,ccr5抑制剂,CCR5抑制剂,pdf,1,{}
DrugClass::cdk46抑制剂,DrugClass,DrugClass,CDK4/6抑制剂,cdk46抑制剂,CDK4/6抑制剂,pdf,13,{}
DrugClass::chop方案,DrugClass,DrugClass,CHOP方案,chop方案,CHOP方案,pdf,1,{}
DrugClass::cni,DrugClass,DrugClass,CNI,cni,CNI,pdf,1,{}
DrugClass::cnis,DrugClass,DrugClass,CNIS,cnis,CNIS|CNIs,pdf|unstructured,4,{}
DrugClass::cni类药物,DrugClass,DrugClass,CNI类药物,cni类药物,CNI类药物,pdf,1,{}
DrugClass::cns抑制剂,DrugClass,DrugClass,CNS抑制剂,cns抑制剂,CNS抑制剂,structured,1,{}
DrugClass::cns镇静剂,DrugClass,DrugClass,CNS镇静剂,cns镇静剂,CNS镇静剂,structured,1,{}
DrugClass::cyp1a,DrugClass,DrugClass,CYP1A,cyp1a,CYP1A,pdf,2,{}
DrugClass::cyp1a1,DrugClass,DrugClass,CYP1A1,cyp1a1,CYP1A1,pdf,7,{}
DrugClass::cyp1a12,DrugClass,DrugClass,CYP1A1/2,cyp1a12,CYP1A1/2,pdf,1,{}
DrugClass::cyp1a2,DrugClass,DrugClass,CYP1A2,cyp1a2,CYP1A2,pdf|unstructured,65,{}
DrugClass::cyp1a2同工酶抑制剂,DrugClass,DrugClass,CYP1A2同工酶抑制剂,cyp1a2同工酶抑制剂,CYP1A2同工酶抑制剂,pdf,1,{}
DrugClass::cyp1a2底物,DrugClass,DrugClass,CYP1A2底物,cyp1a2底物,CYP1A2底物,pdf|unstructured,7,{}
DrugClass::cyp1a2底物药物,DrugClass,DrugClass,CYP1A2底物药物,cyp1a2底物药物,CYP1A2底物药物,pdf,1,{}
DrugClass::cyp1a2强抑制剂,DrugClass,DrugClass,CYP1A2强抑制剂,cyp1a2强抑制剂,CYP1A2强抑制剂,unstructured,2,{}
DrugClass::cyp1a2强效抑制剂,DrugClass,DrugClass,CYP1A2强效抑制剂,cyp1a2强效抑制剂,CYP1A2强效抑制剂,unstructured,1,{}
DrugClass::cyp1a2抑制剂,DrugClass,DrugClass,CYP1A2抑制剂,cyp1a2抑制剂,CYP1A2抑制剂,pdf|structured|unstructured,14,{}
DrugClass::cyp1a2诱导剂,DrugClass,DrugClass,CYP1A2诱导剂,cyp1a2诱导剂,CYP1A2诱导剂,pdf|structured|unstructured,8,{}
DrugClass::cyp1a2酶,DrugClass,DrugClass,CYP1A2酶,cyp1a2酶,CYP1A2酶,pdf,1,{}
DrugClass::cyp1a诱导剂,DrugClass,DrugClass,CYP1A诱导剂,cyp1a诱导剂,CYP1A诱导剂,pdf,1,{}
DrugClass::cyp1b1,DrugClass,DrugClass,CYP1B1,cyp1b1,CYP1B1,pdf,1,{}
DrugClass::cyp2a,DrugClass,DrugClass,CYP2A,cyp2a,CYP2A,pdf,1,{}
DrugClass::cyp2a13,DrugClass,DrugClass,CYP2A13,cyp2a13,CYP2A13,pdf,1,{}
DrugClass::cyp2a6,DrugClass,DrugClass,CYP2A6,cyp2a6,CYP2A6,pdf|unstructured,5,{}
DrugClass::cyp2b,DrugClass,DrugClass,CYP2B,cyp2b,CYP2B,pdf,2,{}
DrugClass::cyp2b1,DrugClass,DrugClass,CYP2B1,cyp2b1,CYP2B1,pdf,2,{}
DrugClass::cyp2b12,DrugClass,DrugClass,CYP2B1/2,cyp2b12,CYP2B1/2,pdf,1,{}
DrugClass::cyp2b6,DrugClass,DrugClass,CYP2B6,cyp2b6,CYP2B6,pdf|unstructured,29,{}
DrugClass::cyp2b6inducers,DrugClass,DrugClass,CYP2B6 inducers,cyp2b6inducers,CYP2B6 inducers,pdf,1,{}
DrugClass::cyp2b6inhibitors,DrugClass,DrugClass,CYP2B6 inhibitors,cyp2b6inhibitors,CYP2B6 inhibitors,pdf,1,{}
DrugClass::cyp2b6中等诱导剂,DrugClass,DrugClass,CYP2B6中等诱导剂,cyp2b6中等诱导剂,CYP2B6中等诱导剂,unstructured,1,{}
DrugClass::cyp2b6底物,DrugClass,DrugClass,CYP2B6底物,cyp2b6底物,CYP2B6底物,pdf|structured|unstructured,5,{}
DrugClass::cyp2b6弱抑制剂,DrugClass,DrugClass,CYP2B6弱抑制剂,cyp2b6弱抑制剂,CYP2B6弱抑制剂,unstructured,1,{}
DrugClass::cyp2b6抑制剂,DrugClass,DrugClass,CYP2B6抑制剂,cyp2b6抑制剂,CYP2B6抑制剂,pdf|unstructured,3,{}
DrugClass::cyp2b6诱导剂,DrugClass,DrugClass,CYP2B6诱导剂,cyp2b6诱导剂,CYP2B6诱导剂,pdf|unstructured,6,{}
DrugClass::cyp2c,DrugClass,DrugClass,CYP2C,cyp2c,CYP2C,pdf,3,{}
DrugClass::cyp2c10,DrugClass,DrugClass,CYP2C10,cyp2c10,CYP2C10,pdf,1,{}
DrugClass::cyp2c11,DrugClass,DrugClass,CYP2C11,cyp2c11,CYP2C11,pdf,7,{}
DrugClass::cyp2c12,DrugClass,DrugClass,CYP2C12,cyp2c12,CYP2C12,pdf,1,{}
DrugClass::cyp2c13,DrugClass,DrugClass,CYP2C13,cyp2c13,CYP2C13,pdf,1,{}
DrugClass::cyp2c19,DrugClass,DrugClass,CYP2C19,cyp2c19,CYP2C19,pdf|structured|unstructured,69,{}
DrugClass::cyp2c19inducers,DrugClass,DrugClass,CYP2C19 inducers,cyp2c19inducers,CYP2C19 inducers,pdf,1,{}
DrugClass::cyp2c19inhibitors,DrugClass,DrugClass,CYP2C19 inhibitors,cyp2c19inhibitors,CYP2C19 inhibitors,pdf,1,{}
DrugClass::cyp2c19底物,DrugClass,DrugClass,CYP2C19底物,cyp2c19底物,CYP2C19底物,pdf|unstructured,9,{}
DrugClass::cyp2c19底物药物,DrugClass,DrugClass,CYP2C19底物药物,cyp2c19底物药物,CYP2C19底物药物,pdf,2,{}
DrugClass::cyp2c19抑制剂,DrugClass,DrugClass,CYP2C19抑制剂,cyp2c19抑制剂,CYP2C19抑制剂,pdf|unstructured,11,{}
DrugClass::cyp2c19诱导剂,DrugClass,DrugClass,CYP2C19诱导剂,cyp2c19诱导剂,CYP2C19诱导剂,pdf|unstructured,6,{}
DrugClass::cyp2c19酶代谢药物,DrugClass,DrugClass,CYP2C19酶代谢药物,cyp2c19酶代谢药物,CYP2C19酶代谢药物,structured,1,{}
DrugClass::cyp2c19酶抑制剂,DrugClass,DrugClass,CYP2C19酶抑制剂,cyp2c19酶抑制剂,CYP2C19酶抑制剂,pdf,1,{}
DrugClass::cyp2c19酶抑制药,DrugClass,DrugClass,CYP2C19酶抑制药,cyp2c19酶抑制药,CYP2C19酶抑制药,pdf,1,{}
DrugClass::cyp2c6,DrugClass,DrugClass,CYP2C6,cyp2c6,CYP2C6,pdf,2,{}
DrugClass::cyp2c611,DrugClass,DrugClass,CYP2C6/11,cyp2c611,CYP2C6/11,pdf,1,{}
DrugClass::cyp2c8,DrugClass,DrugClass,CYP2C8,cyp2c8,CYP2C8,pdf|unstructured,21,{}
DrugClass::cyp2c8底物,DrugClass,DrugClass,CYP2C8底物,cyp2c8底物,CYP2C8底物,pdf|unstructured,2,{}
DrugClass::cyp2c8强抑制剂,DrugClass,DrugClass,CYP2C8强抑制剂,cyp2c8强抑制剂,CYP2C8强抑制剂,unstructured,7,{}
DrugClass::cyp2c8强诱导剂,DrugClass,DrugClass,CYP2C8强诱导剂,cyp2c8强诱导剂,CYP2C8强诱导剂,unstructured,1,{}
DrugClass::cyp2c8抑制剂,DrugClass,DrugClass,CYP2C8抑制剂,cyp2c8抑制剂,CYP2C8抑制剂,pdf|unstructured,4,{}
DrugClass::cyp2c8诱导剂,DrugClass,DrugClass,CYP2C8诱导剂,cyp2c8诱导剂,CYP2C8诱导剂,pdf,1,{}
DrugClass::cyp2c9,DrugClass,DrugClass,CYP2C9,cyp2c9,CYP2C9,pdf|unstructured,60,{}
DrugClass::cyp2c9*1*1,DrugClass,DrugClass,CYP2C9*1/*1,cyp2c9*1*1,CYP2C9*1/*1,pdf,1,{}
DrugClass::cyp2c9*2*3,DrugClass,DrugClass,CYP2C9*2/*3,cyp2c9*2*3,CYP2C9*2/*3,pdf,1,{}
DrugClass::cyp2c9*3*3,DrugClass,DrugClass,CYP2C9*3/*3,cyp2c9*3*3,CYP2C9*3/*3,pdf,1,{}
DrugClass::cyp2c9代谢药物,DrugClass,DrugClass,CYP2C9代谢药物,cyp2c9代谢药物,CYP2C9代谢药物,pdf|unstructured,3,{}
DrugClass::cyp2c9底物,DrugClass,DrugClass,CYP2C9底物,cyp2c9底物,CYP2C9底物,pdf|unstructured,11,{}
DrugClass::cyp2c9底物药物,DrugClass,DrugClass,CYP2C9底物药物,cyp2c9底物药物,CYP2C9底物药物,pdf,1,{}
DrugClass::cyp2c9强抑制剂,DrugClass,DrugClass,CYP2C9强抑制剂,cyp2c9强抑制剂,CYP2C9强抑制剂,pdf,1,{}
DrugClass::cyp2c9抑制剂,DrugClass,DrugClass,CYP2C9抑制剂,cyp2c9抑制剂,CYP2C9抑制剂,pdf,8,{}
DrugClass::cyp2c9抑制药,DrugClass,DrugClass,CYP2C9抑制药,cyp2c9抑制药,CYP2C9抑制药,pdf,3,{}
DrugClass::cyp2c9激动药,DrugClass,DrugClass,CYP2C9激动药,cyp2c9激动药,CYP2C9激动药,pdf,1,{}
DrugClass::cyp2c9诱导剂,DrugClass,DrugClass,CYP2C9诱导剂,cyp2c9诱导剂,CYP2C9诱导剂,pdf|unstructured,4,{}
DrugClass::cyp2c9酶,DrugClass,DrugClass,CYP2C9酶,cyp2c9酶,CYP2C9酶,pdf,2,{}
DrugClass::cyp2c9酶抑制剂,DrugClass,DrugClass,CYP2C9酶抑制剂,cyp2c9酶抑制剂,CYP2C9酶抑制剂,pdf,1,{}
DrugClass::cyp2d1,DrugClass,DrugClass,CYP2D1,cyp2d1,CYP2D1,pdf,1,{}
DrugClass::cyp2d2,DrugClass,DrugClass,CYP2D2,cyp2d2,CYP2D2,pdf,1,{}
DrugClass::cyp2d6,DrugClass,DrugClass,CYP2D6,cyp2d6,CYP2D6,pdf|structured|unstructured,66,{}
DrugClass::cyp2d6可逆抑制剂,DrugClass,DrugClass,CYP2D6可逆抑制剂,cyp2d6可逆抑制剂,CYP2D6可逆抑制剂,unstructured,1,{}
DrugClass::cyp2d6底物,DrugClass,DrugClass,CYP2D6底物,cyp2d6底物,CYP2D6 substrates|CYP2D6底物,pdf|unstructured,13,{}
DrugClass::cyp2d6底物药物,DrugClass,DrugClass,CYP2D6底物药物,cyp2d6底物药物,CYP2D6底物药物,pdf,3,{}
DrugClass::cyp2d6强抑制剂,DrugClass,DrugClass,CYP2D6强抑制剂,cyp2d6强抑制剂,CYP 2D6 强抑制剂|CYP2D6强抑制剂,pdf|unstructured,3,{}
DrugClass::cyp2d6抑制剂,DrugClass,DrugClass,CYP2D6抑制剂,cyp2d6抑制剂,CYP2D6 inhibitors|CYP2D6抑制剂,pdf|unstructured,18,{}
DrugClass::cyp2d6抑制药,DrugClass,DrugClass,CYP2D6抑制药,cyp2d6抑制药,CYP2D6抑制药,pdf,2,{}
DrugClass::cyp2d6指针抑制剂,DrugClass,DrugClass,CYP2D6指针抑制剂,cyp2d6指针抑制剂,CYP2D6指针抑制剂,unstructured,1,{}
DrugClass::cyp2e,DrugClass,DrugClass,CYP2E,cyp2e,CYP2E,pdf,1,{}
DrugClass::cyp2e1,DrugClass,DrugClass,CYP2E1,cyp2e1,CYP2E1,pdf|unstructured,17,{}
DrugClass::cyp2e1底物药物,DrugClass,DrugClass,CYP2E1底物药物,cyp2e1底物药物,CYP2E1底物药物,pdf,1,{}
DrugClass::cyp2e1诱导剂,DrugClass,DrugClass,CYP2E1诱导剂,cyp2e1诱导剂,CYP2E1诱导剂,pdf|unstructured,2,{}
DrugClass::cyp2j2,DrugClass,DrugClass,CYP2J2,cyp2j2,CYP2J2,pdf|unstructured,4,{}
DrugClass::cyp2j3,DrugClass,DrugClass,CYP2J3,cyp2j3,CYP2J3,pdf,1,{}
DrugClass::cyp3a,DrugClass,DrugClass,CYP3A,cyp3a,CYP3A,pdf|unstructured,41,{}
DrugClass::cyp3a1,DrugClass,DrugClass,CYP3A1,cyp3a1,CYP3A1,pdf,4,{}
DrugClass::cyp3a12,DrugClass,DrugClass,CYP3A1/2,cyp3a12,CYP3A1/2,pdf|unstructured,4,{}
DrugClass::cyp3a2,DrugClass,DrugClass,CYP3A2,cyp3a2,CYP3A2,pdf,4,{}
DrugClass::cyp3a4,DrugClass,DrugClass,CYP3A4,cyp3a4,CYP3A4|CYP3A4酶|细胞色素P450 3A4酶,pdf|structured|unstructured,99,{}
DrugClass::cyp3a4inducers,DrugClass,DrugClass,CYP3A4 inducers,cyp3a4inducers,CYP3A4 inducers,pdf,1,{}
DrugClass::cyp3a4inhibitors,DrugClass,DrugClass,CYP3A4 inhibitors,cyp3a4inhibitors,CYP3A4 inhibitors,pdf,1,{}
DrugClass::cyp3a45,DrugClass,DrugClass,CYP3A4/5,cyp3a45,CYP3A4/5,pdf|unstructured,6,{}
DrugClass::cyp3a45中效抑制剂,DrugClass,DrugClass,CYP3A4/5中效抑制剂,cyp3a45中效抑制剂,CYP3A4/5中效抑制剂,pdf,1,{}
DrugClass::cyp3a45底物,DrugClass,DrugClass,CYP3A4/5底物,cyp3a45底物,CYP3A4/5底物,unstructured,1,{}
DrugClass::cyp3a45强抑制剂,DrugClass,DrugClass,CYP3A4/5强抑制剂,cyp3a45强抑制剂,CYP3A4/5强抑制剂,unstructured,1,{}
DrugClass::cyp3a45强效抑制剂,DrugClass,DrugClass,CYP3A4/5强效抑制剂,cyp3a45强效抑制剂,CYP3A4/5强效抑制剂,structured,1,{}
DrugClass::cyp3a45抑制剂,DrugClass,DrugClass,CYP3A4/5抑制剂,cyp3a45抑制剂,CYP3A4/5抑制剂,pdf,3,{}
DrugClass::cyp3a45诱导剂,DrugClass,DrugClass,CYP3A4/5诱导剂,cyp3a45诱导剂,CYP3A4/5诱导剂,pdf|unstructured,2,{}
DrugClass::cyp3a45酶强效抑制剂,DrugClass,DrugClass,CYP3A4/5酶强效抑制剂,cyp3a45酶强效抑制剂,CYP3A4/5酶强效抑制剂,structured,1,{}
DrugClass::cyp3a4cyp2c9抑制剂,DrugClass,DrugClass,CYP3A4/CYP2C9抑制剂,cyp3a4cyp2c9抑制剂,CYP3A4/CYP2C9抑制剂,pdf,1,{}
DrugClass::cyp3a4cyp2c9诱导剂,DrugClass,DrugClass,CYP3A4/CYP2C9诱导剂,cyp3a4cyp2c9诱导剂,CYP3A4/CYP2C9诱导剂,pdf,1,{}
DrugClass::cyp3a4pgp诱导剂,DrugClass,DrugClass,CYP3A4/P-gp诱导剂,cyp3a4pgp诱导剂,CYP3A4/P-gp诱导剂,structured,1,{}
DrugClass::cyp3a4中强诱导剂,DrugClass,DrugClass,CYP3A4中/强诱导剂,cyp3a4中强诱导剂,CYP3A4中/强诱导剂,pdf,1,{}
DrugClass::cyp3a4中度抑制剂,DrugClass,DrugClass,CYP3A4中度抑制剂,cyp3a4中度抑制剂,CYP3A4中度抑制剂,unstructured,1,{}
DrugClass::cyp3a4中度诱导剂,DrugClass,DrugClass,CYP3A4中度诱导剂,cyp3a4中度诱导剂,CYP3A4中度诱导剂,unstructured,2,{}
DrugClass::cyp3a4中效抑制剂,DrugClass,DrugClass,CYP3A4中效抑制剂,cyp3a4中效抑制剂,CYP3A4中效抑制剂,unstructured,14,{}
DrugClass::cyp3a4中等抑制剂,DrugClass,DrugClass,CYP3A4中等抑制剂,cyp3a4中等抑制剂,CYP3A4中等抑制剂,pdf|unstructured,4,{}
DrugClass::cyp3a4中等敏感底物,DrugClass,DrugClass,CYP3A4中等敏感底物,cyp3a4中等敏感底物,CYP3A4中等敏感底物,unstructured,1,{}
DrugClass::cyp3a4中等诱导剂,DrugClass,DrugClass,CYP3A4中等诱导剂,cyp3a4中等诱导剂,CYP3A4中等诱导剂,pdf,2,{}
DrugClass::cyp3a4代谢的他汀,DrugClass,DrugClass,CYP3A4代谢的他汀,cyp3a4代谢的他汀,CYP3A4代谢的他汀,pdf|unstructured,2,{}
DrugClass::cyp3a4代谢的药物,DrugClass,DrugClass,CYP3A4代谢的药物,cyp3a4代谢的药物,CYP3A4代谢的药物,unstructured,1,{}
DrugClass::cyp3a4代谢药物,DrugClass,DrugClass,CYP3A4代谢药物,cyp3a4代谢药物,CYP3A4代谢药物,pdf|unstructured,4,{}
DrugClass::cyp3a4代谢酶底物,DrugClass,DrugClass,CYP3A4代谢酶底物,cyp3a4代谢酶底物,CYP3A4代谢酶底物,pdf,1,{}
DrugClass::cyp3a4低敏感底物,DrugClass,DrugClass,CYP3A4低敏感底物,cyp3a4低敏感底物,CYP3A4低敏感底物,unstructured,1,{}
DrugClass::cyp3a4同工酶,DrugClass,DrugClass,CYP3A4同工酶,cyp3a4同工酶,CYP3A4|CYP3A4同工酶,pdf,1,{}
DrugClass::cyp3a4和或p糖蛋白强抑制剂或诱导剂,DrugClass,DrugClass,CYP3A4和/或P糖蛋白强抑制剂或诱导剂,cyp3a4和或p糖蛋白强抑制剂或诱导剂,CYP3A4和/或P糖蛋白强抑制剂或诱导剂,unstructured,1,{}
DrugClass::cyp3a4底物,DrugClass,DrugClass,CYP3A4底物,cyp3a4底物,CYP3A4底物,pdf|structured|unstructured,47,{}
DrugClass::cyp3a4底物或中等抑制剂,DrugClass,DrugClass,CYP3A4底物或中等抑制剂,cyp3a4底物或中等抑制剂,CYP3A4底物或中等抑制剂,pdf,1,{}
DrugClass::cyp3a4底物药物,DrugClass,DrugClass,CYP3A4底物药物,cyp3a4底物药物,CYP3A4底物药物,pdf|unstructured,6,{}
DrugClass::cyp3a4弱抑制剂,DrugClass,DrugClass,CYP3A4弱抑制剂,cyp3a4弱抑制剂,CYP3A4弱抑制剂,unstructured,2,{}
DrugClass::cyp3a4强或中等诱导剂,DrugClass,DrugClass,CYP3A4强或中等诱导剂,cyp3a4强或中等诱导剂,CYP3A4强或中等诱导剂,pdf,1,{}
DrugClass::cyp3a4强抑制剂,DrugClass,DrugClass,CYP3A4强抑制剂,cyp3a4强抑制剂,CYP 3A4 强抑制剂|CYP 3A4强抑制剂|CYP3A4强抑制剂,pdf|structured|unstructured,41,{}
DrugClass::cyp3a4强抑制药,DrugClass,DrugClass,CYP3A4强抑制药,cyp3a4强抑制药,CYP3A4强抑制药,pdf,1,{}
DrugClass::cyp3a4强效抑制剂,DrugClass,DrugClass,CYP3A4强效抑制剂,cyp3a4强效抑制剂,CYP3A4强效抑制剂,pdf|structured|unstructured,11,{}
DrugClass::cyp3a4强效抑制剂或底物,DrugClass,DrugClass,CYP3A4强效抑制剂或底物,cyp3a4强效抑制剂或底物,CYP3A4强效抑制剂或底物,structured,1,{}
DrugClass::cyp3a4强效诱导剂,DrugClass,DrugClass,CYP3A4强效诱导剂,cyp3a4强效诱导剂,CYP3A4强效诱导剂,pdf|structured|unstructured,6,{}
DrugClass::cyp3a4强诱导剂,DrugClass,DrugClass,CYP3A4强诱导剂,cyp3a4强诱导剂,CYP 3A4 强诱导剂|CYP3A4强诱导剂,pdf|structured|unstructured,26,{}
DrugClass::cyp3a4或pgp强效诱导剂,DrugClass,DrugClass,CYP3A4或PgP强效诱导剂,cyp3a4或pgp强效诱导剂,CYP3A4或PgP强效诱导剂,structured,1,{}
DrugClass::cyp3a4抑制剂,DrugClass,DrugClass,CYP3A4抑制剂,cyp3a4抑制剂,CYP 3A4 抑制剂|CYP3A4抑制剂,pdf|structured|unstructured,119,{}
DrugClass::cyp3a4抑制药,DrugClass,DrugClass,CYP3A4抑制药,cyp3a4抑制药,CYP3A4抑制药,pdf,4,{}
DrugClass::cyp3a4指针抑制剂,DrugClass,DrugClass,CYP3A4指针抑制剂,cyp3a4指针抑制剂,CYP3A4指针抑制剂,unstructured,1,{}
DrugClass::cyp3a4的底物,DrugClass,DrugClass,CYP3A4的底物,cyp3a4的底物,CYP3A4的底物,pdf,1,{}
DrugClass::cyp3a4的抑制剂,DrugClass,DrugClass,CYP3A4的抑制剂,cyp3a4的抑制剂,CYP3A4的抑制剂,pdf,1,{}
